"","id","title","author_id","description","content","date"
"77",77,"Deep Learning-based Kinetic Analysis in Paper-based Analytical Cartridges Integrated with Field-effect Transistors","Hyun-June Jang, Hyou-Arm Joung, Artem Goncharov, Anastasia Gant Kanegusuku, Clarence W. Chan, Kiang-Teck Jerry Yeo, Wen Zhuang, Aydogan Ozcan, Junhong Chen","Quantitative Methods (q-bio.QM)","This study explores the fusion of a field-effect transistor (FET), a paper-based analytical cartridge, and the computational power of deep learning (DL) for quantitative biosensing via kinetic analyses. The FET sensors address the low sensitivity challenge observed in paper analytical devices, enabling electrical measurements with kinetic data. The paper-based cartridge eliminates the need for surface chemistry required in FET sensors, ensuring economical operation (cost < $0.15/test). The DL analysis mitigates chronic challenges of FET biosensors such as sample matrix interference, by leveraging kinetic data from target-specific bioreactions. In our proof-of-concept demonstration, our DL-based analyses showcased a coefficient of variation of < 6.46% and a decent concentration measurement correlation with an r2 value of > 0.976 for cholesterol testing when blindly compared to results obtained from a CLIA-certified clinical laboratory. These integrated technologies can create a new generation of FET-based biosensors, potentially transforming point-of-care diagnostics and at-home testing through enhanced accessibility, ease-of-use, and accuracy.","Tue, 27 Feb 2024 05:03:24 UTC (878 KB)"
"78",78,"Images Distortion Hypothesis","K. S. Virbhadra","General Relativity and Quantum Cosmology (gr-qc)","We recently hypothesized that a distortion parameter exists such that its signed sum for all images of singular gravitational lensing of a source vanishes identically [1]. We found a distortion parameter (the ratio of the tangential to radial magnifications) that satisfied the hypothesis for the images of Schwarzschild lensing. We now show that another distortion parameter (the difference between tangential and radial magnifications) also supports our hypothesis when we perform computations with the primary-secondary and relativistic images. The distortion parameters, which satisfy the aesthetically appealing hypothesis, will likely aid in developing gravitational lensing theory. Finally, we discuss the conservation of distortions of images in gravitational lensing.","Tue, 27 Feb 2024 04:11:58 UTC (177 KB)"
"79",79,"Inpainting Computational Fluid Dynamics with Deep Learning","Dule Shu, Wilson Zhen, Zijie Li, Amir Barati Farimani","Machine Learning (cs.LG)","Fluid data completion is a research problem with high potential benefit for both experimental and computational fluid dynamics. An effective fluid data completion method reduces the required number of sensors in a fluid dynamics experiment, and allows a coarser and more adaptive mesh for a Computational Fluid Dynamics (CFD) simulation. However, the ill-posed nature of the fluid data completion problem makes it prohibitively difficult to obtain a theoretical solution and presents high numerical uncertainty and instability for a data-driven approach (e.g., a neural network model). To address these challenges, we leverage recent advancements in computer vision, employing the vector quantization technique to map both complete and incomplete fluid data spaces onto discrete-valued lower-dimensional representations via a two-stage learning procedure. We demonstrated the effectiveness of our approach on Kolmogorov flow data (Reynolds number: 1000) occluded by masks of different size and arrangement. Experimental results show that our proposed model consistently outperforms benchmark models under different occlusion settings in terms of point-wise reconstruction accuracy as well as turbulent energy spectrum and vorticity distribution.","Tue, 27 Feb 2024 03:44:55 UTC (44,971 KB)"
"80",80,"Assessment of Precision and Accuracy of Brain White Matter Microstructure using Combined Diffusion MRI and Relaxometry","Santiago Coelho, Ying Liao, Filip Szczepankiewicz, Jelle Veraart, Sohae Chung, Yvonne W. Lui, Dmitry S. Novikov, Els Fieremans","Medical Physics (physics.med-ph)","Joint modeling of diffusion and relaxation has seen growing interest due to its potential to provide complementary information about tissue microstructure. For brain white matter, we designed an optimal diffusion-relaxometry MRI protocol that samples multiple b-values, B-tensor shapes, and echo times (TE). This variable-TE protocol (27 min) has as subsets a fixed-TE protocol (15 min) and a 2-shell dMRI protocol (7 min), both characterizing diffusion only. We assessed the sensitivity, specificity and reproducibility of these protocols with synthetic experiments and in six healthy volunteers. Compared with the fixed-TE protocol, the variable-TE protocol enables estimation of free water fractions while also capturing compartmental $T_2$ relaxation times. Jointly measuring diffusion and relaxation offers increased sensitivity and specificity to microstructure parameters in brain white matter with voxelwise coefficients of variation below 10%.","Tue, 27 Feb 2024 03:24:17 UTC (5,330 KB)"
"81",81,"Generative Learning for Forecasting the Dynamics of Complex Systems","Han Gao, Sebastian Kaltenbach, Petros Koumoutsakos","Machine Learning (cs.LG)","We introduce generative models for accelerating simulations of complex systems through learning and evolving their effective dynamics. In the proposed Generative Learning of Effective Dynamics (G-LED), instances of high dimensional data are down sampled to a lower dimensional manifold that is evolved through an auto-regressive attention mechanism. In turn, Bayesian diffusion models, that map this low-dimensional manifold onto its corresponding high-dimensional space, capture the statistics of the system dynamics. We demonstrate the capabilities and drawbacks of G-LED in simulations of several benchmark systems, including the Kuramoto-Sivashinsky (KS) equation, two-dimensional high Reynolds number flow over a backward-facing step, and simulations of three-dimensional turbulent channel flow. The results demonstrate that generative learning offers new frontiers for the accurate forecasting of the statistical properties of complex systems at a reduced computational cost.","Tue, 27 Feb 2024 02:44:40 UTC (40,049 KB)"
"82",82,"Spatial Distribution of Inertial Particles in Turbulent Taylor-Couette Flow","Hao Jiang, Zhi-ming Lu, Bo-fu Wang, Xiao-hui Meng, Jie Shen, Kai Leong Chong","Fluid Dynamics (physics.flu-dyn)","This study investigates the spatial distribution of inertial particles in turbulent Taylor-Couette flow. Direct numerical simulations are performed using a one-way coupled Eulerian-Lagrangian approach, with a fixed inner wall Reynolds number of 2500 for the carrier flow, while the particle Stokes number varies from 0.034 to 1 for the dispersed phase. We first examine the issue of preferential concentration of particles near the outer wall region. Employing two-dimensional (2D) Voronoi analysis, we observe a pronounced particle clustering with increasing $St$, particularly evident in regions of low fluid velocity. Additionally, we investigate the concentration balance equation, inspired by the work of johnson et al.(2020), to examine particle radial distribution. We discern the predominant sources of influence, namely biased sampling, turbophoresis, and centrifugal effects. Across all cases, centrifugal force emerges as the primary driver, causing particle migration towards the outer wall. Biased sampling predominantly affects smaller inertial particles, driving them towards the inner wall due to sampling within Taylor rolls with inward radial velocity. Conversely, turbophoresis primarily impacts larger inertial particles, inducing migration towards both walls where turbulent intensity is weaker compared to the bulk. With the revealed physics, our work provides a basis for predicting and controlling particle movement and distribution in industrial applications.","Tue, 27 Feb 2024 02:29:45 UTC (3,561 KB)"
"83",83,"Design principles of nonlinear optical materials for Terahertz lasers","Juan Han, Yiwei Sun, Xiamin Huang, Wenjun Shuai, Guangyou Fang, Zhou Li","Materials Science (cond-mat.mtrl-sci)","We have investigated both inter-band and intra-band second order nonlinear optical conductivity based on the velocity correlation formalism and the spectral expansion technique. We propose a scenario in which the second order intra-band process is nonzero while the inter-band process is zero. This occurs for a band structure with momentum asymmetry in the Brillouin zone. Very low-energy photons are blocked by the Pauli exclusion principle from participating in the inter-band process; however, they are permitted to participate in the intra-band process, with the band smeared by some impurity scattering. We establish a connection between the inter-band nonlinear optical conductivity in the velocity gauge and the shift vector in the length gauge for a two-band model. Using a quasiclassical kinetic approach, we demonstrate the importance of intra-band transitions in high harmonic generations for the single tilted Dirac cone model and hexagonal warping model. We confirm that the Kramers-Kronig relations break down for the limit case of ($omega$, $-omega$) in the nonlinear optical conductivity. Finally, we calculate the superconducting transition temperature of NbN and the dielectric function of AlN, and the resistance of the NbN/AlN junction. The natural non-linearity of the Josephson junction brings a Josephson plasma with frequency in the Terahertz region.","Tue, 27 Feb 2024 01:45:49 UTC (3,922 KB)"
"84",84,"Waveform Simulation for Scintillation Characteristics of NaI(Tl) Crystal","J.J. Choi, C. Ha, E.J. Jeon, K.W. Kim, S.K. Kim, Y.D. Kim, Y.J. Ko, B.C. Koh, H.S. Lee, S.H. Lee, S.M. Lee, B.J. Park, G.H. Yu","Instrumentation and Detectors (physics.ins-det)","The lowering of the energy threshold in the NaI detector is crucial not only for comprehensive validation of DAMA/LIBRA but also for exploring new possibilities in the search for low-mass dark matter and observing coherent elastic scattering between neutrino and nucleus. Alongside hardware enhancements, extensive efforts have focused on refining event selection to discern noise, achieved through parameter development and the application of machine learning. Acquiring pure, unbiased datasets is crucial in this endeavor, for which a waveform simulation was developed. The simulation data were compared with the experimental data using several pulse shape discrimination parameters to test its performance in describing the experimental data. Additionally, we present the outcomes of multi-variable machine learning trained with simulation data as a scintillation signal sample. The distributions of outcomes for experimental and simulation data show a good agreement. As an application of the waveform simulation, we validate the trigger efficiency alongside estimations derived from the minimally biased measurement data.","Tue, 27 Feb 2024 01:45:32 UTC (1,700 KB)"
"85",85,"Fibre-integrated van der Waals quantum sensor with an optimal cavity interface","Jong Sung Moon, Benjamin Whitefield, Lesley Spencer, Mehran Kianinia, Madeline Hennessey, Milos Toth, Woong Bae Jeon, Je-Hyung Kim, Igor Aharonovich","Quantum Physics (quant-ph)","Integrating quantum materials with fibre optics adds advanced functionalities to a variety of applications, and introduces fibre-based quantum devices such as remote sensors capable of probing multiple physical parameters. However, achieving optimal integration between quantum materials and fibres is challenging, particularly due to difficulties in fabrication of quantum elements with suitable dimensions and an efficient photonic interface to a commercial optical fibre. Here we demonstrate a new modality for a fibre-integrated van der Waals quantum sensor. We design and fabricate a hole-based circular Bragg grating cavity from hexagonal boron nitride (hBN), engineer optically active spin defects within the cavity, and integrate the cavity with an optical fibre using a deterministic pattern transfer technique. The fibre-integrated hBN cavity enables efficient excitation and collection of optical signals from spin defects in hBN, thereby enabling all-fibre integrated quantum sensors. Moreover, we demonstrate remote sensing of a ferromagnetic material and of arbitrary magnetic fields. All in all, the hybrid fibre-based quantum sensing platform may pave the way to a new generation of robust, remote, multi-functional quantum sensors.","Tue, 27 Feb 2024 00:17:20 UTC (1,100 KB)"
"86",86,"Cell-Constrained Particles for Incompressible Fluids","Zohar Levi","Graphics (cs.GR)","Incompressibility is a fundamental condition in most fluid models. Accumulation of simulation errors violates it and causes volume loss. Past work suggested correction methods to battle it. These methods, however, are imperfect and in some cases inadequate. We present a method for fluid simulation that strictly enforces incompressibility based on a grid-related definition of discrete incompressibility. We formulate a linear programming (LP) problem that bounds the number of particles that end up in each grid cell. A variant of the band method is offered for acceleration, which requires special constraints to ensure volume preservation. Further acceleration is achieved by simplifying the problem and adding a special band correction step that is formulated as a minimum-cost flow problem (MCFP). We also address coupling with solids in our framework and demonstrate advantages over prior work.","Mon, 26 Feb 2024 23:54:10 UTC (3,841 KB)"
"87",87,"Independent Rydberg Atom Sensing using a Dual-Ladder Scheme","Samuel Berweger, Alexandra B. Artusio-Glimpse, Nikunjkumar Prajapati, Andrew P. Rotunno, Noah Schlossberger, Dangka Shylla, Kaitlin R. Moore, Matthew T. Simons, Christopher L. Holloway","Atomic Physics (physics.atom-ph)","Rydberg atom-based electric field sensing can provide all-optical readout of radio frequency fields in a dielectric environment. However, because a single set of optical fields is typically used to prepare the Rydberg state and read out its response to RF fields, it is challenging to perform simultaneous and independent measurements of the RF field(s). Here we show that using two independent schemes to prepare and read out the same Rydberg state can be used to perform independent measurements in general, which we demonstrate specifically by resolving the the RF polarization. We expect this work will be useful for fiber-coupled sensor heads where spatial multiplexing is challenging, as well as for complex multi-level sensing schemes.","Mon, 26 Feb 2024 23:32:34 UTC (593 KB)"
"88",88,"Born's rule from epistemic assumptions","Per Östborn","Quantum Physics (quant-ph)","Born's rule is the recipe for calculating probabilities from quantum mechanical amplitudes. There is no generally accepted derivation of Born's rule from first principles. In this paper, it is motivated from assumptions that link the ontological content of a proper physical model to the epistemic conditions of the experimental context. More precisely, it is assumed that all knowable distinctions should correspond to distinctions in a proper model. This principle of ""ontological completeness"" means, for example, that the probabilistic treatment of the double slit experiment with and without path information should differ. Further, it is assumed that the model should rely only on knowable ontological elements, and that failure to fulfill this principle of ""ontological minimalism"" gives rise to wrong predictions. Consequently, probabilities should be assigned only to observable experimental outcomes. Also, the method to calculate such probabilities should not rely on the existence of a precise path of the observed object if this path is not knowable. A similar principle was promoted by Born, even though he did not apply it to probability. Another crucial assumption is that the proper rule to calculate probabilities should be generally valid. It should be applicable in all experimental contexts, regardless the setup that determines which attributes of the studied object are observed, together with the probability to observe each of the associated attribute values. There is no need to refer to the Hilbert space structure of quantum mechanics in the present treatment. Rather, some elements of this structure emerge from the analysis.","Mon, 26 Feb 2024 23:03:37 UTC (112 KB)"
"89",89,"Coherent laser cooling with trains of ultrashort laser pulses","Jan Malamant, Natali Gusakova, Heidi Sandaker, Irina T. Sorokina, Daniel Comparat, Antoine Camper","Optics (physics.optics)","We propose to extend coherent laser cooling from narrow-band to broad-band transitions by using trains of ultrashort broadband pulses. We study analytically two possible methods to reduce the momentum spread of a distribution by several units of photon momentum in a single spontaneous emission lifetime. We report on numerical simulations of one-dimensional laser cooling of a two-level system with realistic parameters. The technique introduced here is of high interest for efficient laser cooling of fast species with short lifetime such as positronium.","Mon, 26 Feb 2024 22:21:35 UTC (649 KB)"
"90",90,"Wave Propagation in Periodic Plasma Media: A Semiclassical Approach","Reza Torabi","Soft Condensed Matter (cond-mat.soft)","The propagation of electromagnetic waves in unmagnetized periodic plasma media is studied using the semiclassical wave packet approximation. The formalism gives rise to Berry effect terms in the equation of motion. The Berry effect manifests itself as Rytov polarization rotation law and the polarization-dependent Hall effect. The formalism is also applied to the case of non-periodic inhomogeneous plasma media.","Mon, 26 Feb 2024 22:21:28 UTC (7 KB)"
"91",91,"Mind the Gap: Nonlocal Cascades and Preferential Heating in High-$β$ Alfvénic Turbulence","Waverly Gorman, Kristopher G. Klein","Space Physics (physics.space-ph)","Characterizing the thermodynamics of turbulent plasmas is key to decoding observable signatures from astrophysical systems. In magnetohydrodynamic (MHD) turbulence, nonlinear interactions between counter-propagating Alfvén waves cascade energy to smaller spatial scales where dissipation heats the protons and electrons. When the thermal pressure far exceeds the magnetic pressure, linear theory predicts a spectral gap at perpendicular scales near the proton gyroradius where Alfvén waves become non-propagating. For simple models of an MHD turbulent cascade that assume only local nonlinear interactions, the cascade halts at this gap, preventing energy from reaching smaller scales where electron dissipation dominates, leading to an overestimate of the proton heating rate. In this work, we demonstrate that nonlocal contributions to the cascade, specifically large scale shearing and small scale diffusion, can bridge the non-propagating gap, allowing the cascade to continue to smaller scales. We provide an updated functional form for the proton-to-electron heating ratio accounting for this nonlocal energy transfer by evaluating a nonlocal weakened cascade model over a range of temperature and pressure ratios. In plasmas where the thermal pressure dominates the magnetic pressure, we observe that the proton heating is moderated compared to the significant enhancement predicted by local models.","Mon, 26 Feb 2024 22:04:07 UTC (34,479 KB)"
"92",92,"Incorporating climate change effects into the European power system adequacy assessment using a post-processing method","Inès Harang, Fabian Heymann, Laurens P. Stoop","Physics and Society (physics.soc-ph)","The demand-supply balance of electricity systems is fundamentally linked to climate conditions. In light of this, the present study aims to model the effect of climate change on the European electricity system, specifically on its long-term reliability. A resource adequate power system -- a system where electricity supply covers demand -- is sensitive to generation capacity, demand patterns, and the network structure and capacity. Climate change is foreseen to affect each of these components. In this analysis, we focused on two drivers of power system adequacy: the impact of temperature variations on electricity demand, and of water inflows changes on hydro generation. Using a post-processing approach, based on results found in the literature, the inputs of a large-scale electricity market model covering the European region were modified. The results show that climate change may decrease total LOLE (Loss of Load Expectation) hours in Europe by more than 50%, as demand will largely decrease because of a higher temperatures during winter. We found that the climate change impact on demand tends to decrease LOLE values, while the climate change effects on hydrological conditions tend to increase LOLE values. The study is built on a limited amount of open-source data and can flexibly incorporate various sets of assumptions. Outcomes also show the current difficulties to reliably model the effects of climate change on power system adequacy. Overall, our presented method displays the relevance of climate change effects in electricity network studies.","Mon, 26 Feb 2024 21:44:36 UTC (1,510 KB)"
"93",93,"Measurement of cabin pressure during a flight with a smartphone","Regis Barille","Atmospheric and Oceanic Physics (physics.ao-ph)","An aircraft cabin is used as a laboratory for studying the atmospheric pressure during a flight. All the different steps of the flight: take-off, cruise altitude climbing and landing are monitored with the use of the pressure sensor of a smartphone. Specific details of the atmospheric pressure during take-off and landing are given. Calculations are done for the aircraft nose elevation angle during take-off, with the relation between the optimized cabin pressure for the passenger comfort and the aircraft altitude.","Mon, 26 Feb 2024 21:31:21 UTC (382 KB)"
"94",94,"Stellarator equilibrium axis-expansion to all orders in distance from the axis for arbitrary plasma beta","W. Sengupta, E. Rodriguez, R.Jorge, M. Landreman A. Bhattacharjee","Plasma Physics (physics.plasm-ph)","A systematic theory of the asymptotic expansion of the magnetohydrodynamic (MHD) equilibrium in the distance from the magnetic axis is developed to include arbitrary smooth currents near the magnetic axis. Compared to the vacuum and the force-free system, an additional magnetic differential equation must be solved to obtain the pressure-driven currents. It is shown that there exist variables in which the rest of the MHD system closely mimics the vacuum system. Thus, a unified treatment of MHD fields is possible. The mathematical structure of the near-axis expansions to arbitrary order is examined carefully to show that the double-periodicity of physical quantities in a toroidal domain can be satisfied order by order. The essential role played by the normal form in solving the magnetic differential equations is highlighted. Several explicit examples of vacuum, force-free, and MHD equilibrium in different geometries are presented.","Mon, 26 Feb 2024 21:30:33 UTC (888 KB)"
"95",95,"Mechanics and wrinkling patterns of pressurized bent tubes","Cesar L. Pastrana, Luyi Qiu, John W. Hutchinson, Ariel Amir, Ulrich Gerland","Soft Condensed Matter (cond-mat.soft)","Take a drinking straw and bend it from its ends. After sufficient bending, the tube buckles forming a kink, where the curvature is localized in a very small area. This instability, known generally as the Brazier effect, is inherent to thin-walled cylindrical shells, which are particularly ubiquitous in living systems, such as rod-shaped bacteria. However, tubular biological structures are often pressurized, and the knowledge of the mechanical response upon bending in this scenario is limited. In this work, we use a computational model to study the mechanical response and the deformations as a result of bending pressurized tubes. In addition, we employ tension-field theory to describe the mechanical behaviour before and after the wrinkling transition. Furthermore, we investigate the development and evolution of wrinkle patterns beyond the instability, showing different wrinkled configurations. We discover the existence of a multi-wavelength mode following the purely sinusoidal wrinkles and anticipating the kinked configuration of the tube.","Mon, 26 Feb 2024 21:21:59 UTC (11,524 KB)"
"96",96,"Aspects of the Einstein-Maxwell-Weyl coupling","Panagiotis Mavrogiannis","General Relativity and Quantum Cosmology (gr-qc)","Interesting phenomena and problems arising from the coupling of large-scale electromagnetic fields and spacetime curvature, are introduced and studied within this thesis. From electromagnetic wave propagation in curved spacetime to envisaging a gravito-electromagnetic equivalence on large scales; from magnetic fields' cosmic evolution, and magnetised gravitational collapse in astrophysical environments, to the interaction between electromagnetic and gravitational radiation; the present research work explores some unique characteristics and properties of the gravito-electromagnetic coexistence. Its theoretical framework is generally provided by classical (Maxwellian) electrodynamics in the (4-dimensional) Riemannian spacetime of General Relativity. Chapter 1, dealing with the perspective of a gravito-electromagnetic equivalence in a metric affine geometry (involving torsion and non-metricity), forms an exception to the aforementioned general framework. Regarding its structure, the manuscript consists of four chapters divided in two parts. The first two chapters (forming Part I) are concerned with the Maxwell field in curved, Riemannian (Chapter 2) and (generalised) metric affine (Chapter 2), spacetime framework. Aspects of the Weyl-Maxwell coupling (where the Weyl field refers to long-range curvature) are also included in Chapter 2. The last two chapters (forming Part II) treat magnetohydrodynamics in the general relativistic framework.","Mon, 26 Feb 2024 21:08:48 UTC (120 KB)"
"97",97,"Reprogrammable and reconfigurable mechanical computing metastructures with stable and high-density memory","Yanbin Li, Shuangyue Yu, Haitao Qing, Yaoye Hong, Yao Zhao, Fangjie Qi, Hao Su, Jie Yin","Applied Physics (physics.app-ph)","Previous mechanical meta-structures used for mechanical memory storage, computing and information processing are severely constrained by low information density and/or non-robust structural stiffness to stably protect the maintained information. To address these challenges, we proposed a novel reprogrammable multifunctional mechanical metastructure made by an unprecedented building block based on kinematic mechanism. The proposed meta-structure can achieve all abovementioned functionalities accompanying with high information density and promising structural stability. We attribute all these merits to the intrinsic kinematic bifurcations of structural units, which enable the periodic meta-structure with additional and independently deformable bi-stable structural segments, and multi-layered deformed configurations to significantly enlarge the available information bits. We validate the stable information storage are originated from the compatible deformations of local structural segments before and after bifurcations. We illustrated the stored information can be feasibly reprogrammed by magnetic poles. Our design strategy paves new way for creating novel functional mechanical metastuctures.","Mon, 26 Feb 2024 20:55:06 UTC (2,498 KB)"
"98",98,"Magnetic filaments: formation, stability, and feedback","Evgeny A. Kuznetsov, Evgeny A. Mikhailov","Solar and Stellar Astrophysics (astro-ph.SR)","As well known, magnetic fields in space are distributed very inhomogeneously. Some-times field distributions have forms of filaments with high magnetic field values. As many ob-servations show, such a filamentation takes place in convective cells in the Sun and other astro-physical objects. This effect is associated with the frozenness of the magnetic field into a medium with high conductivity that leads to compression of magnetic field lines and forming magnetic filaments. We show analytically, based on the general analysis, that the magnetic field intensifies in the regions of downward flows in both two-dimensional and three-dimensional convective cells. These regions of the hyperbolic type for magnetic fields play a role of a specific attractor. This analysis was confirmed by numerical simulations for 2D convective cells of the roll-type. Without dissipation the magnetic field grows exponentially in time and does not depend on the aspect ratio between horizontal and vertical scale of the cell. An increase due to compression in the magnetic field in the high conductive plasma is saturated due to the natural limitation associated with dissipative effects when the maximum magnitude of the magnetic field is of the order of the root of the magnetic Reynolds number Rem. For the solar convective zone the mean kinetic energy density exceeds mean magnetic energy density at least for two orders of magnitude that allows one to use the kinematic approximation for the MHD induction equation. In this paper based on the stability analysis we explain why downward flows influence magnetic filaments from making them more flat with orientation along interfaces between convective cells.","Mon, 26 Feb 2024 19:48:38 UTC (895 KB)"
"99",99,"New Prospects for a Causally Local Formulation of Quantum Theory","Jacob A. Barandes","Quantum Physics (quant-ph)","It is difficult to extract reliable criteria for causal locality from the limited ingredients found in textbook quantum theory. In the end, Bell humbly warned that his eponymous theorem was based on criteria that ""should be viewed with the utmost suspicion."" Remarkably, by stepping outside the wave-function paradigm, one can reformulate quantum theory in terms of old-fashioned configuration spaces together with 'unistochastic' laws. These unistochastic laws take the form of directed conditional probabilities, which turn out to provide a hospitable foundation for encoding microphysical causal relationships. This unistochastic reformulation provides quantum theory with a simpler and more transparent axiomatic foundation, plausibly resolves the measurement problem, and deflates various exotic claims about superposition, interference, and entanglement. Making use of this reformulation, this paper introduces a new principle of causal locality that is intended to improve on Bell's criteria, and shows directly that systems that remain at spacelike separation cannot exert causal influences on each other, according to that new principle. These results therefore lead to a general hidden-variables interpretation of quantum theory that is arguably compatible with causal locality.","Mon, 26 Feb 2024 18:19:51 UTC (73 KB)"
"100",100,"Plasma activated PDMS microstructured pattern with collagen for improved myoblast cell guidance","Nikola Slepickova Kasalkovova, Veronika Juricova, Dominik Fajstavr, Bara Frydlova, Silvie Rimpelova, Vaclav Svorcik, Petr Slepicka","Medical Physics (physics.med-ph)","We focused on polydimethylsiloxane (PDMS) as a substrate for replication, micropatterning, and construction of biologically active surfaces. The novelty of this study is based on the combina-tion of argon plasma exposure of micropatterned PDMS scaffold, where the plasma served as a strong tool for subsequent grafting of collagen coating and their application as cell growth scaf-folds, where the standard has been significantly exceeded. As part of scaffold design, templates with a patterned microstructure of different dimensions (50 x 50, 50 x 20 and 30 x 30 microns were created by photolithography followed by pattern replication on a PDMS polymer substrate. Subsequently, the prepared microstructured PDMS replicas were coated with a type I collagen layer. The sample preparation was followed by the characterization of material surface properties through various analytical techniques, including scanning electron microscopy (SEM), energy-dispersive X-ray spectroscopy (EDS), and X-ray photoelectron spectroscopy (XPS). To evaluate the biocompatibility of the produced samples, we conducted studies on the interactions between selected polymer replicas with micro- and nanostructures and mammalian cells. Specif-ically, we utilized mouse myoblasts (C2C12) and our results demonstrate that we achieved excellent cell alignment in conjunction with the development of a cytocompatible surface. Consequently, the outcomes of this research contribute to an enhanced comprehension of surface properties and interactions between structured polymers and mammalian cells. The use of periodic microstructures holds the potential for advancing the creation of novel materials and scaffolds in tissue engineering. These materials exhibit exceptional biocompatibility and possess the capacity to promote cell adhesion and growth.","Mon, 26 Feb 2024 15:33:48 UTC (1,502 KB)"
"101",101,"TrustMol: Trustworthy Inverse Molecular Design via Alignment with Molecular Dynamics","Kevin Tirta Wijaya, Navid Ansari, Hans-Peter Seidel, Vahid Babaei","Chemical Physics (physics.chem-ph)","Data-driven generation of molecules with desired properties, also known as inverse molecular design (IMD), has attracted significant attention in recent years. Despite the significant progress in the accuracy and diversity of solutions, existing IMD methods lag behind in terms of trustworthiness. The root issue is that the design process of these methods is increasingly more implicit and indirect, and this process is also isolated from the native forward process (NFP), the ground-truth function that models the molecular dynamics. Following this insight, we propose TrustMol, an IMD method built to be trustworthy. For this purpose, TrustMol relies on a set of technical novelties including a new variational autoencoder network. Moreover, we propose a latent-property pairs acquisition method to effectively navigate the complexities of molecular latent optimization, a process that seems intuitive yet challenging due to the high-frequency and discontinuous nature of molecule space. TrustMol also integrates uncertainty-awareness into molecular latent optimization. These lead to improvements in both explainability and reliability of the IMD process. We validate the trustworthiness of TrustMol through a wide range of experiments.","Mon, 26 Feb 2024 15:14:38 UTC (734 KB)"
"102",102,"JefiAtten: An Attention Based Neural Network Model for Solving Maxwell's Equations with Charge and Current Sources","Ming-Yan Sun, Peng Xu, Jun-Jie Zhang, Tai-Jiao Du, Jian-Guo Wang","Computational Physics (physics.comp-ph)","We present JefiAtten, a novel neural network model employing the attention mechanism to solve Maxwell's equations efficiently. JefiAtten uses self-attention and cross-attention modules to understand the interplay between charge density, current density, and electromagnetic fields. Our results indicate that JefiAtten can generalize well to a range of scenarios, maintaining accuracy across various spatial distribution and handling amplitude variations. The model showcases an improvement in computation speed after training, compared to traditional integral methods. The adaptability of the model suggests potential for broader applications in computational physics, with further refinements to enhance its predictive capabilities and computational efficiency. Our work is a testament to the efficacy of integrating attention mechanisms with numerical simulations, marking a step forward in the quest for data-driven solutions to physical phenomena.","Mon, 26 Feb 2024 08:59:04 UTC (38,388 KB)"
"103",103,"Slow electron holes in the Earth's magnetosheath","Z. I. Shaikh, I. Y. Vasko, I. H. Hutchinson, S. R. Kamaletdinov, J. C. Holmes, D. L. Newman, F. S. Mozer","Space Physics (physics.space-ph)","We present a statistical analysis of electrostatic solitary waves observed aboard Magnetospheric Multiscale spacecraft in the Earth's magnetosheath. Applying single-spacecraft interferometry to several hundred solitary waves collected in about two minute intervals, we show that almost all of them have the electrostatic potential of positive polarity and propagate quasi-parallel to the local magnetic field with plasma frame velocities of the order of 100 km/s. The solitary waves have typical parallel half-widths from 10 to 100 m that is between 1 and 10 Debye lengths and typical amplitudes of the electrostatic potential from 10 to 200 mV that is between 0.01 and 1% of local electron temperature. The solitary waves are associated with quasi-Maxwellian ion velocity distribution functions, and their plasma frame velocities are comparable with ion thermal speed and well below electron thermal speed. We argue that the solitary waves of positive polarity are slow electron holes and estimate the time scale of their acceleration, which occurs due to interaction with ions, to be of the order of one second. The observation of slow electron holes indicates that their lifetime was shorter than the acceleration time scale. We argue that multi-spacecraft interferometry applied previously to these solitary waves is not applicable because of their too-short spatial scales. The source of the slow electron holes and the role in electron-ion energy exchange remain to be established.","Sun, 25 Feb 2024 21:19:04 UTC (20,458 KB)"
"104",104,"Field-Aligned Current Structures during the Terrestrial Magnetosphere's Transformation into Alfven Wings and Recovery","Jason M. H. Beedle, Li-Jen Chen, Jason R. Shuster, Harsha Gurram, Dan J. Gershman, Yuxi Chen, Rachel C. Rice, Brandon L. Burkholder, Akhtar S. Ardakani, Kevin J. Genestreti, Roy B. Torbert","Space Physics (physics.space-ph)","On April 24th, 2023, a CME event caused the solar wind to become sub-Alfvenic, leading to the development of an Alfven Wing configuration in the Earth's Magnetosphere. Alfven Wings have previously been observed as cavities of low flow in Jupiter's magnetosphere, but the observing satellites did not have the ability to directly measure the Alfven Wings' current structures. Through in situ measurements made by the Magnetospheric Multiscale (MMS) spacecraft, the April 24th event provides us with the first direct measurements of current structures during an Alfven Wing configuration. We have found two distinct types of current structures associated with the Alfven Wing transformation as well as the magnetosphere recovery. These structures are observed to be significantly more anti-field-aligned and electron-driven than typical magnetopause currents, indicating the disruptions caused to the magnetosphere current system by the Alfven Wing formation.","Fri, 23 Feb 2024 21:12:55 UTC (17,083 KB)"
